id,EAP,HPL,MWS
id02310,0.07531403750181198,0.0094324154779315,0.9152535200119019
id24541,0.9736681580543518,0.019420279189944267,0.0069115678779780865
id00134,0.012644849717617035,0.9818964004516602,0.00545882061123848
id27757,0.9162640571594238,0.04717839136719704,0.03655760735273361
id04081,0.6906017065048218,0.04308033734560013,0.2663179039955139
id27337,0.9084742069244385,0.049607038497924805,0.04191879555583
id24265,0.9468897581100464,0.03380899876356125,0.01930123381316662
id25917,0.08249621838331223,0.09242673963308334,0.8250770568847656
id04951,0.9687774181365967,0.026072604581713676,0.005149867385625839
id14549,0.830640971660614,0.02304137498140335,0.14631767570972443
id22505,0.17884567379951477,0.19437111914157867,0.6267831921577454
id24002,0.0001287409249925986,0.9997977614402771,7.356608693953604e-05
id18982,0.10717908293008804,0.17495499551296234,0.7178659439086914
id15181,0.0019126045517623425,0.9973574280738831,0.000729889958165586
id21888,0.7698312401771545,0.023538654670119286,0.20663009583950043
id12035,0.08732066303491592,0.0026092585176229477,0.9100700616836548
id17991,0.1717565655708313,0.012024336494505405,0.8162190318107605
id10707,0.9941034913063049,0.0010368148796260357,0.004859722685068846
id07101,0.7436701059341431,0.06799643486738205,0.1883333921432495
id00345,0.4678466320037842,0.5208266377449036,0.011326692998409271
id05912,0.9111620783805847,0.04173892363905907,0.0470990315079689
id13443,0.8401147723197937,0.07829078286886215,0.0815945416688919
id09248,0.47776567935943604,0.04899608716368675,0.4732382893562317
id17542,0.29962900280952454,0.6259163022041321,0.0744546502828598
id06995,0.10035610944032669,0.0034241308458149433,0.896219789981842
id25159,0.6087024807929993,0.024909766390919685,0.3663877248764038
id25729,0.44199034571647644,0.5186803340911865,0.03932927921414375
id26949,0.8819763660430908,0.04510919377207756,0.07291446626186371
id27191,0.025586875155568123,0.0015390811022371054,0.9728739857673645
id07668,0.04700341820716858,0.0029864469543099403,0.9500100612640381
id02230,0.07857776433229446,0.034053608775138855,0.8873686194419861
id15553,0.9933978319168091,0.0010586641728878021,0.00554343918338418
id25688,0.0005149526405148208,0.9991843104362488,0.0003007690829690546
id17545,0.7686708569526672,0.1849629431962967,0.04636623337864876
id13929,0.42033326625823975,0.41699448227882385,0.1626722365617752
id12880,0.5505769848823547,0.32072165608406067,0.1287013590335846
id19282,0.7229430079460144,0.1274811327457428,0.14957588911056519
id14690,0.03207676485180855,0.0047254362143576145,0.9631977677345276
id17975,0.08483348041772842,0.8855301141738892,0.029636355116963387
id08037,0.9921491146087646,0.0012198375770822167,0.0066309403628110886
id15412,0.5447041392326355,0.008569558151066303,0.44672632217407227
id25032,0.5732868909835815,0.04643683508038521,0.38027629256248474
id27165,0.9607650637626648,0.02259531430900097,0.016639554873108864
id03327,0.8533031940460205,0.07926438748836517,0.06743238121271133
id18515,0.936553418636322,0.02066117897629738,0.0427853986620903
id21003,0.2608043849468231,0.031210647895932198,0.707984983921051
id23855,0.042367272078990936,0.9324570298194885,0.025175737217068672
id20724,0.7400593161582947,0.058898791670799255,0.20104186236858368
id13303,0.8206740617752075,0.02493051253259182,0.15439535677433014
id16521,0.0898844376206398,0.6147068738937378,0.2954086363315582
id20775,0.9924890995025635,0.0025182480458170176,0.00499273557215929
id13029,0.9691595435142517,0.012708430178463459,0.018132111057639122
id14660,0.909642219543457,0.04817689210176468,0.04218091070652008
id11028,0.026496876031160355,0.00037870125379413366,0.9731244444847107
id14180,0.9139169454574585,0.017901860177516937,0.06818107515573502
id25860,0.9928932785987854,0.002785127842798829,0.004321565385907888
id11910,0.39743727445602417,0.011660361662507057,0.5909023284912109
id08065,0.16387943923473358,0.03135056421160698,0.8047699332237244
id22674,0.02621784619987011,0.0034092767164111137,0.9703729152679443
id25018,0.5576874017715454,0.006267700809985399,0.4360448718070984
id10892,0.01877726800739765,0.9744254946708679,0.006797242444008589
id10217,0.2084161788225174,0.761021614074707,0.03056219220161438
