id,EAP,HPL,MWS
id02310,0.2597827613353729,0.00039029517211019993,0.7398269772529602
id24541,1.0,3.8288163750621607e-08,1.13660281186867e-08
id00134,0.010109118185937405,0.9898569583892822,3.400352579774335e-05
id27757,0.9999982118606567,1.729579366838152e-06,2.9677742929834494e-08
id04081,0.9993985891342163,2.2354721295414492e-05,0.0005789861315861344
id27337,0.9999779462814331,9.377496894558135e-07,2.111133471771609e-05
id24265,0.0010550625156611204,0.9988898634910583,5.510619666893035e-05
id25917,0.0003488496586214751,0.9368510246276855,0.0628001019358635
id04951,1.0,4.540869369407119e-08,8.644344795527559e-09
id14549,0.9927268028259277,0.00020140163542237133,0.007071798201650381
id22505,1.820110992412083e-05,1.4087453564570751e-05,0.9999676942825317
id24002,1.3724344398724497e-06,0.9999951124191284,3.437002533246414e-06
id18982,7.664883742108941e-05,0.04038991034030914,0.9595334529876709
id15181,4.8804627112986054e-06,0.9999922513961792,2.901661446230719e-06
id21888,0.9989438652992249,0.0007835861761122942,0.00027252716245129704
id12035,3.945175194530748e-05,4.204456217848929e-06,0.9999563694000244
id17991,0.0014652253594249487,7.931451364129316e-06,0.9985268115997314
id10707,1.0,8.505896431643123e-09,1.7280786579476626e-08
id07101,0.027240164577960968,0.00044801729382015765,0.9723118543624878
id00345,9.514342673355713e-05,0.999893307685852,1.1534427358128596e-05
id05912,0.9999079704284668,3.358401727382443e-06,8.862985851010308e-05
id13443,0.9999892711639404,1.3614931049232837e-06,9.464352842769586e-06
id09248,0.9991697072982788,9.086270438274369e-05,0.0007394489948637784
id17542,0.0018566143698990345,0.9969755411148071,0.0011677680304273963
id06995,6.283030961640179e-05,4.197559064778034e-06,0.9999330043792725
id25159,0.9706371426582336,1.0154621122637764e-05,0.029352717101573944
id25729,0.9807108044624329,0.017269499599933624,0.0020197525154799223
id26949,0.9974870681762695,0.002481732750311494,3.111453406745568e-05
id27191,7.072223525028676e-05,2.9548136808443815e-06,0.9999263286590576
id07668,0.9931035041809082,1.4787843838348635e-06,0.006895141210407019
id02230,1.623751813895069e-05,7.84501935413573e-06,0.9999759197235107
id15553,1.0,1.4673287473954133e-08,1.871080534954217e-08
id25688,3.1322661016019993e-06,0.9999884366989136,8.405489097640384e-06
id17545,0.9999972581863403,2.526767730159918e-06,2.7581759809436335e-07
id13929,0.02512325346469879,0.9673110842704773,0.007565695326775312
id12880,0.9970406889915466,2.1496525732800364e-05,0.002937814686447382
id19282,0.03386461362242699,0.9542521238327026,0.011883239261806011
id14690,3.256247509852983e-05,1.0584229130472522e-05,0.9999568462371826
id17975,2.6713942133937962e-06,0.9999871253967285,1.0226641279587056e-05
id08037,0.999997615814209,2.7272589520066504e-08,2.4382311494264286e-06
id15412,0.00010998353536706418,6.20295895714662e-06,0.999883770942688
id25032,0.15503881871700287,0.011472180485725403,0.8334890604019165
id27165,0.9999997615814209,4.223393545998988e-08,2.0201250094942225e-07
id03327,0.9999990463256836,1.0595370270038984e-07,7.860556934247143e-07
id18515,0.9999979734420776,1.3205793436554814e-07,1.858526616160816e-06
id21003,0.00013566682173404843,4.2361912164778914e-06,0.9998600482940674
id23855,4.61019635622506e-06,0.9999760389328003,1.9338202037033625e-05
id20724,0.988012433052063,0.0028972658328711987,0.009090329520404339
id13303,0.9999994039535522,4.6807511466795404e-07,8.746291513261895e-08
id16521,1.737389311529114e-06,2.652276407388854e-06,0.9999955892562866
id20775,1.0,1.9492151892563925e-08,1.2713673669395575e-08
id13029,0.9999996423721313,3.795576901666209e-07,5.9535992136261484e-08
id14660,0.7803189158439636,0.21832069754600525,0.0013603493571281433
id11028,1.0922968613158446e-05,6.999247830208333e-07,0.999988317489624
id14180,0.9999995231628418,1.5814910625522316e-07,3.011245723882894e-07
id25860,1.0,9.379768961537138e-09,1.070823252291575e-08
id11910,0.9999589920043945,8.34497950563673e-06,3.2677678973414004e-05
id08065,0.00012522512406576425,1.0138559446204454e-05,0.9998645782470703
id22674,0.0002651450631674379,7.45267971069552e-05,0.9996603727340698
id25018,0.9938530921936035,6.269891628107871e-07,0.006146382074803114
id10892,1.7542597561259754e-05,0.9999748468399048,7.625641501363134e-06
id10217,8.751869609113783e-05,0.9999040365219116,8.505928235535976e-06
id12996,0.09796313941478729,0.15287818014621735,0.7491586208343506
id18262,0.998583197593689,0.0014125265879556537,4.327594069764018e-06
id08606,1.8506012793295668e-06,0.9999932050704956,4.923579126625555e-06
id17233,0.9973854422569275,0.00028362564626149833,0.0023309558164328337
id00101,0.9900533556938171,1.8069145880872384e-05,0.00992863904684782
id12225,0.9984347224235535,0.0008245070930570364,0.0007408458041027188
id01364,5.259855242911726e-05,0.9999402761459351,7.204410849226406e-06
id24973,0.9930384755134583,8.175228140316904e-05,0.006879783235490322
id25363,1.0,1.3527544417968329e-08,2.1853921339243243e-08
id10061,0.998883068561554,0.001109125092625618,7.871304660511669e-06
id17673,0.9999055862426758,9.544308340991847e-06,8.481993427267298e-05
id13249,0.002044134307652712,0.002072439296171069,0.9958834052085876
id10107,1.0484798622201197e-05,1.2338093711150577e-06,0.999988317489624
id04403,0.9999998807907104,1.599086374426406e-08,1.6333110863797629e-07
id25728,0.9999783039093018,1.374067437609483e-07,2.1631944036926143e-05
id16184,0.0035680471919476986,9.44519488257356e-05,0.9963375329971313
id03438,0.00014978770923335105,8.219979008572409e-07,0.9998493194580078
id22923,6.194990419317037e-05,0.9999262094497681,1.1793615158239845e-05
id08610,0.9999998807907104,5.324836394038357e-08,1.0360543001297629e-07
id25355,0.029718907549977303,2.723221950873267e-05,0.9702538251876831
id16916,0.9888471364974976,0.011140689253807068,1.2110021998523735e-05
id12793,0.9941127896308899,0.005881663411855698,5.524172593140975e-06
id11859,0.003092912258580327,6.112086703069508e-05,0.9968459010124207
id02434,1.0,1.0652477122619075e-08,8.690286712464967e-09
id27703,9.455305189476348e-06,4.944863121636445e-06,0.9999855756759644
id25212,0.0004323987232055515,0.9995594620704651,8.135226380545646e-06
id11308,0.14153902232646942,0.48854631185531616,0.3699146807193756
id26094,0.9999970197677612,1.05781896309054e-06,1.9277429146313807e-06
id22080,0.9949076771736145,0.005052950233221054,3.938680310966447e-05
id03545,0.9999961853027344,3.8541206777154e-06,3.3085122197462624e-08
id23725,2.3450073058484122e-05,2.2620481558988104e-06,0.999974250793457
id12009,0.9995829463005066,0.00041066089761443436,6.381203547789482e-06
id24241,0.5406000018119812,0.3727937638759613,0.08660620450973511
id03596,0.024112597107887268,0.9758206605911255,6.677773490082473e-05
id10749,0.0005060915718786418,0.9933075904846191,0.006186298560351133
id22794,2.6784337023855187e-06,3.026582362508634e-06,0.9999942779541016
id15482,3.891020969604142e-05,0.9999381303787231,2.3034635887597688e-05
id04833,0.9999901056289673,6.202601070981473e-06,3.6973121950723e-06
id00397,0.0005501020350493491,0.00012574356514960527,0.9993242025375366
id14691,0.7618768811225891,0.00036809907760471106,0.23775501549243927
id05193,0.0001233040529768914,1.512102016931749e-06,0.9998751878738403
id19541,0.9999995231628418,1.8551128277977114e-07,2.0271839673569048e-07
id22166,2.805088570312364e-06,8.237778956754482e-07,0.9999964237213135
id20744,3.408588963793591e-05,4.285314844310051e-06,0.9999616146087646
id10392,1.957826270881924e-06,8.042117087825318e-07,0.9999972581863403
id00770,0.9999996423721313,7.49261062082951e-08,2.1833301389051485e-07
id06018,0.37068742513656616,0.6288416981697083,0.00047082366654649377
id15678,0.9868130087852478,3.8301400309137534e-06,0.013183122500777245
id08305,0.9997156262397766,0.00024099359870888293,4.338391590863466e-05
id08903,0.9973758459091187,4.912953227176331e-05,0.002575110411271453
id14752,0.9999995231628418,9.89881314694685e-08,3.275632138866058e-07
id12468,7.02798024576623e-06,0.9999903440475464,2.631682491482934e-06
id05085,0.9988738894462585,0.000640637706965208,0.0004854413273278624
id21993,0.001321311923675239,5.151240202394547e-06,0.9986735582351685
id15503,0.9997028708457947,0.0002964310406241566,6.705423061248439e-07
id03021,1.7576612663106062e-06,0.9999908208847046,7.373134849331109e-06
id16123,1.0,1.5837247957506406e-08,1.1887211215366733e-08
id19383,1.0,4.8964679422169866e-08,1.738701271847276e-08
id04186,0.9999998807907104,1.2921422154477114e-08,8.112842664331765e-08
id17954,3.606635573305539e-06,5.898151584915468e-07,0.9999958276748657
id12030,0.4566481411457062,0.00010792603279696777,0.543243944644928
id13020,0.9940040707588196,0.005992441903799772,3.55929478246253e-06
id25327,5.515300927072531e-06,0.9999886751174927,5.822385446663247e-06
id16344,7.92005957919173e-05,0.00015681613876949996,0.9997640252113342
id12303,7.54189895815216e-05,0.9999144077301025,1.0085792382596992e-05
id15017,0.9999173879623413,8.246702782344073e-05,1.403982992087549e-07
id22308,5.701978807337582e-05,2.3869961296441033e-06,0.9999406337738037
id06536,1.9979848730145022e-05,7.581181307614315e-06,0.9999724626541138
id19797,0.00046698577352799475,0.9975640773773193,0.0019689968321472406
id06332,0.9958826303482056,0.000138070885441266,0.003979359287768602
id22941,0.09523151814937592,0.0003445467445999384,0.9044239521026611
id13547,7.2584480221848935e-06,0.0007811545510776341,0.9992115497589111
id06928,0.0009239910868927836,3.337516318424605e-06,0.9990726709365845
id12521,0.4372583031654358,0.5626493096351624,9.241242514690384e-05
id25716,0.9929847717285156,2.6324712507630466e-06,0.007012656889855862
id27116,1.3502500451068045e-06,7.02982049460843e-07,0.9999979734420776
id19941,5.217042416916229e-05,0.9999356269836426,1.2102260370738804e-05
id05711,1.3879014204576379e-06,1.634252953408577e-06,0.9999970197677612
id02097,2.5928848117473535e-06,2.140634933311958e-06,0.999995231628418
id03563,2.227044660685351e-06,0.9999935626983643,4.142588750255527e-06
id02295,0.650964081287384,0.3218856453895569,0.027150340378284454
id08179,1.0,8.437771370495284e-09,1.8438683468957606e-08
id05332,5.495409823197406e-06,0.9999853372573853,9.22509116207948e-06
id15697,0.9998942613601685,0.00010523706441745162,4.396163717501622e-07
id17026,0.04583087936043739,0.0005859850207343698,0.9535831212997437
id04243,0.0010194324422627687,0.9989577531814575,2.2721991626895033e-05
id13175,1.0,7.899777720865586e-09,7.3686994284116736e-09
id05387,0.9999998807907104,7.642869093160698e-08,4.186133750749832e-08
id19989,0.9999839067459106,1.4566900063073263e-05,1.5280874094969477e-06
id25173,0.9737482070922852,1.4773863767914008e-05,0.026237009093165398
id08925,4.977017852070276e-06,0.999991774559021,3.270457909820834e-06
id03034,5.553119990509003e-06,0.9999712705612183,2.309701631020289e-05
id13272,1.995347929550917e-06,0.9999903440475464,7.576336884085322e-06
id07956,0.9999998807907104,8.735042200669341e-08,5.182413786997131e-08
id02648,7.41895564715378e-05,0.0002490014594513923,0.9996768236160278
id01778,0.8883733153343201,4.463739969651215e-06,0.11162221431732178
id12846,3.327113063278375e-06,8.897072234503867e-07,0.9999958276748657
id19001,0.999764621257782,7.494226110793534e-07,0.00023467204300686717
id05763,0.9990372657775879,1.4752466768186423e-06,0.0009612975991331041
id15590,2.9529599032684928e-06,1.0522327329454129e-06,0.9999959468841553
id04912,0.9998376369476318,9.56826625042595e-06,0.00015282793901860714
id21201,0.9998632669448853,3.720263521245215e-06,0.00013307748304214329
id13215,0.9999970197677612,1.530910225255866e-07,2.8833615033363458e-06
id15612,4.6253999244072475e-06,0.9999830722808838,1.2265649274922907e-05
id18501,6.448986823670566e-05,1.6845574464241508e-06,0.9999338388442993
id07223,0.20804572105407715,0.5699453353881836,0.22200901806354523
id06707,0.05486583337187767,0.005610217805951834,0.9395239353179932
id05238,1.3666531231137924e-06,0.9999957084655762,2.9825068850186653e-06
id00935,3.044545701413881e-05,0.00012167409295216203,0.9998478889465332
id00110,2.650320493557956e-05,0.9999641180038452,9.463402420806233e-06
id17476,0.9999009370803833,9.858889097813517e-05,4.36828031524783e-07
id15170,0.9999997615814209,8.208613877513926e-08,7.169095539438786e-08
id13397,0.36880654096603394,0.00031494194990955293,0.6308785676956177
id24283,0.999995231628418,4.500207523960853e-06,2.566688976912701e-07
id15234,0.9999973773956299,2.4785609298305644e-07,2.395126330156927e-06
id16884,0.00013359713193494827,0.9997760653495789,9.03908148757182e-05
id07831,1.8682594600250013e-05,0.9999563694000244,2.4942633899627253e-05
